accuracy,completeness,fluency,prosodic,total,words,speaker,gender,age,split,id
8,10.0,9,8,8,"[{'accuracy': 10, 'phones': array(['IH0', 'T', 'S'], dtype=object), 'phones-accuracy': array([2. , 1.8, 1.8]), 'stress': 10, 'text': ""IT'S"", 'total': 10, 'mispronunciations': array([], dtype=object)}
 {'accuracy': 10, 'phones': array(['N', 'AH1', 'TH', 'IH0', 'NG'], dtype=object), 'phones-accuracy': array([2. , 2. , 1.8, 2. , 2. ]), 'stress': 10, 'text': 'NOTHING', 'total': 10, 'mispronunciations': array([], dtype=object)}
 {'accuracy': 10, 'phones': array(['Y', 'UW0'], dtype=object), 'phones-accuracy': array([2. , 1.8]), 'stress': 10, 'text': 'YOU', 'total': 10, 'mispronunciations': array([], dtype=object)}
 {'accuracy': 10, 'phones': array(['T', 'R', 'AY0'], dtype=object), 'phones-accuracy': array([2., 2., 2.]), 'stress': 10, 'text': 'TRY', 'total': 10, 'mispronunciations': array([], dtype=object)}
 {'accuracy': 10, 'phones': array(['N', 'AH0', 'T'], dtype=object), 'phones-accuracy': array([2., 2., 2.]), 'stress': 10, 'text': 'NOT', 'total': 10, 'mispronunciations': array([], dtype=object)}
 {'accuracy': 10, 'phones': array(['T', 'UW0'], dtype=object), 'phones-accuracy': array([2., 2.]), 'stress': 10, 'text': 'TO', 'total': 10, 'mispronunciations': array([], dtype=object)}
 {'accuracy': 10, 'phones': array(['TH', 'IH0', 'NG', 'K'], dtype=object), 'phones-accuracy': array([1.4, 2. , 2. , 2. ]), 'stress': 10, 'text': 'THINK', 'total': 10, 'mispronunciations': array([], dtype=object)}]",1292,m,37,test,012920062
8,10.0,9,7,7,"[{'accuracy': 10, 'phones': array(['DH', 'AE0', 'T'], dtype=object), 'phones-accuracy': array([2. , 1.4, 2. ]), 'stress': 10, 'text': 'THAT', 'total': 10, 'mispronunciations': array([], dtype=object)}
 {'accuracy': 10, 'phones': array(['W', 'AH0', 'Z'], dtype=object), 'phones-accuracy': array([2. , 2. , 1.8]), 'stress': 10, 'text': 'WAS', 'total': 10, 'mispronunciations': array([], dtype=object)}
 {'accuracy': 10, 'phones': array(['M', 'AH1', 'N', 'IY0'], dtype=object), 'phones-accuracy': array([2. , 1.8, 2. , 2. ]), 'stress': 10, 'text': 'MONEY', 'total': 10, 'mispronunciations': array([], dtype=object)}
 {'accuracy': 10, 'phones': array(['F', 'AO0'], dtype=object), 'phones-accuracy': array([2. , 1.8]), 'stress': 10, 'text': 'FOR', 'total': 10, 'mispronunciations': array([], dtype=object)}
 {'accuracy': 10, 'phones': array(['K', 'R', 'IH1', 'S', 'M', 'AH0', 'S'], dtype=object), 'phones-accuracy': array([2., 2., 2., 2., 2., 2., 2.]), 'stress': 10, 'text': 'CHRISTMAS', 'total': 10, 'mispronunciations': array([], dtype=object)}
 {'accuracy': 10, 'phones': array(['G', 'IH0', 'F', 'T', 'S'], dtype=object), 'phones-accuracy': array([2., 2., 2., 2., 2.]), 'stress': 10, 'text': 'GIFTS', 'total': 10, 'mispronunciations': array([], dtype=object)}]",1292,m,37,test,012920073
8,10.0,9,8,8,"[{'accuracy': 10, 'phones': array(['DH', 'AE0', 'T'], dtype=object), 'phones-accuracy': array([2., 2., 2.]), 'stress': 10, 'text': 'THAT', 'total': 10, 'mispronunciations': array([], dtype=object)}
 {'accuracy': 10, 'phones': array(['M', 'EY0', 'K', 'S'], dtype=object), 'phones-accuracy': array([2., 2., 2., 2.]), 'stress': 10, 'text': 'MAKES', 'total': 10, 'mispronunciations': array([], dtype=object)}
 {'accuracy': 10, 'phones': array(['HH', 'IH0', 'M'], dtype=object), 'phones-accuracy': array([2., 2., 2.]), 'stress': 10, 'text': 'HIM', 'total': 10, 'mispronunciations': array([], dtype=object)}
 {'accuracy': 10, 'phones': array(['AH0'], dtype=object), 'phones-accuracy': array([1.6]), 'stress': 10, 'text': 'A', 'total': 10, 'mispronunciations': array([], dtype=object)}
 {'accuracy': 10, 'phones': array(['B', 'EH1', 'T', 'ER0'], dtype=object), 'phones-accuracy': array([2., 2., 2., 2.]), 'stress': 10, 'text': 'BETTER', 'total': 10, 'mispronunciations': array([], dtype=object)}
 {'accuracy': 10, 'phones': array(['P', 'L', 'EH1', 'IH', 'AH0', 'R'], dtype=object), 'phones-accuracy': array([2., 2., 2., 2., 2., 2.]), 'stress': 10, 'text': 'PLAYER', 'total': 10, 'mispronunciations': array([], dtype=object)}]",1292,m,37,test,012920085
8,10.0,8,7,7,"[{'accuracy': 10, 'phones': array(['B', 'AH0', 'T'], dtype=object), 'phones-accuracy': array([2., 2., 2.]), 'stress': 10, 'text': 'BUT', 'total': 10, 'mispronunciations': array([], dtype=object)}
 {'accuracy': 10, 'phones': array(['IY1', 'V', 'N'], dtype=object), 'phones-accuracy': array([2., 2., 2.]), 'stress': 10, 'text': 'EVEN', 'total': 10, 'mispronunciations': array([], dtype=object)}
 {'accuracy': 10, 'phones': array(['IH0', 'F'], dtype=object), 'phones-accuracy': array([2., 2.]), 'stress': 10, 'text': 'IF', 'total': 10, 'mispronunciations': array([], dtype=object)}
 {'accuracy': 10, 'phones': array(['HH', 'IY0'], dtype=object), 'phones-accuracy': array([2., 2.]), 'stress': 10, 'text': 'HE', 'total': 10, 'mispronunciations': array([], dtype=object)}
 {'accuracy': 10, 'phones': array(['K', 'UH0', 'D'], dtype=object), 'phones-accuracy': array([2. , 2. , 1.8]), 'stress': 10, 'text': 'COULD', 'total': 10, 'mispronunciations': array([], dtype=object)}
 {'accuracy': 10, 'phones': array(['AY0'], dtype=object), 'phones-accuracy': array([2.]), 'stress': 10, 'text': 'I', 'total': 10, 'mispronunciations': array([], dtype=object)}
 {'accuracy': 4, 'phones': array(['D', 'AW0', 'T'], dtype=object), 'phones-accuracy': array([2. , 1. , 1.6]), 'stress': 10, 'text': 'DOUBT', 'total': 5, 'mispronunciations': array([], dtype=object)}
 {'accuracy': 10, 'phones': array(['HH', 'AE0', 'D'], dtype=object), 'phones-accuracy': array([2., 2., 2.]), 'stress': 10, 'text': 'HAD', 'total': 10, 'mispronunciations': array([], dtype=object)}
 {'accuracy': 10, 'phones': array(['HH', 'IY0'], dtype=object), 'phones-accuracy': array([2., 2.]), 'stress': 10, 'text': 'HE', 'total': 10, 'mispronunciations': array([], dtype=object)}
 {'accuracy': 10, 'phones': array(['W', 'UH0', 'D'], dtype=object), 'phones-accuracy': array([2., 2., 2.]), 'stress': 10, 'text': 'WOULD', 'total': 10, 'mispronunciations': array([], dtype=object)}]",1292,m,37,test,012920110
9,10.0,9,9,9,"[{'accuracy': 10, 'phones': array(['DH', 'AE0', 'T'], dtype=object), 'phones-accuracy': array([2., 2., 2.]), 'stress': 10, 'text': 'THAT', 'total': 10, 'mispronunciations': array([], dtype=object)}
 {'accuracy': 10, 'phones': array(['AY0'], dtype=object), 'phones-accuracy': array([2.]), 'stress': 10, 'text': 'I', 'total': 10, 'mispronunciations': array([], dtype=object)}
 {'accuracy': 10, 'phones': array(['N', 'IY0', 'D'], dtype=object), 'phones-accuracy': array([2., 2., 2.]), 'stress': 10, 'text': 'NEED', 'total': 10, 'mispronunciations': array([], dtype=object)}
 {'accuracy': 10, 'phones': array(['T', 'UW0'], dtype=object), 'phones-accuracy': array([2. , 1.8]), 'stress': 10, 'text': 'TO', 'total': 10, 'mispronunciations': array([], dtype=object)}
 {'accuracy': 10, 'phones': array(['K', 'L', 'IY0', 'N'], dtype=object), 'phones-accuracy': array([2., 2., 2., 2.]), 'stress': 10, 'text': 'CLEAN', 'total': 10, 'mispronunciations': array([], dtype=object)}]",1292,m,37,test,012920121
8,10.0,9,9,8,"[{'accuracy': 10, 'phones': array(['AY0'], dtype=object), 'phones-accuracy': array([2.]), 'stress': 10, 'text': 'I', 'total': 10, 'mispronunciations': array([], dtype=object)}
 {'accuracy': 10, 'phones': array(['W', 'IH0', 'L'], dtype=object), 'phones-accuracy': array([2., 2., 2.]), 'stress': 10, 'text': 'WILL', 'total': 10, 'mispronunciations': array([], dtype=object)}
 {'accuracy': 10, 'phones': array(['D', 'UH0'], dtype=object), 'phones-accuracy': array([2., 2.]), 'stress': 10, 'text': 'DO', 'total': 10, 'mispronunciations': array([], dtype=object)}
 {'accuracy': 10, 'phones': array(['DH', 'IH0', 'S'], dtype=object), 'phones-accuracy': array([2., 2., 2.]), 'stress': 10, 'text': 'THIS', 'total': 10, 'mispronunciations': array([], dtype=object)}
 {'accuracy': 10, 'phones': array(['AH0', 'G', 'EY0', 'N'], dtype=object), 'phones-accuracy': array([2., 2., 2., 2.]), 'stress': 10, 'text': 'AGAIN', 'total': 10, 'mispronunciations': array([], dtype=object)}
 {'accuracy': 10, 'phones': array(['S', 'OW0'], dtype=object), 'phones-accuracy': array([2., 2.]), 'stress': 10, 'text': 'SO', 'total': 10, 'mispronunciations': array([], dtype=object)}
 {'accuracy': 10, 'phones': array(['Y', 'UW0'], dtype=object), 'phones-accuracy': array([2., 2.]), 'stress': 10, 'text': 'YOU', 'total': 10, 'mispronunciations': array([], dtype=object)}
 {'accuracy': 10, 'phones': array(['HH', 'AE0', 'V'], dtype=object), 'phones-accuracy': array([2., 2., 2.]), 'stress': 10, 'text': 'HAVE', 'total': 10, 'mispronunciations': array([], dtype=object)}
 {'accuracy': 10, 'phones': array(['AH0'], dtype=object), 'phones-accuracy': array([2.]), 'stress': 10, 'text': 'A', 'total': 10, 'mispronunciations': array([], dtype=object)}
 {'accuracy': 10, 'phones': array(['CH', 'AA0', 'N', 'S'], dtype=object), 'phones-accuracy': array([2. , 1.6, 1.4, 2. ]), 'stress': 10, 'text': 'CHANCE', 'total': 10, 'mispronunciations': array([], dtype=object)}]",1292,m,37,test,012920143
9,10.0,9,7,8,"[{'accuracy': 10, 'phones': array(['TH', 'AE0', 'NG', 'K'], dtype=object), 'phones-accuracy': array([1.6, 2. , 2. , 2. ]), 'stress': 10, 'text': 'THANK', 'total': 10, 'mispronunciations': array([], dtype=object)}
 {'accuracy': 10, 'phones': array(['Y', 'UW0'], dtype=object), 'phones-accuracy': array([2., 2.]), 'stress': 10, 'text': 'YOU', 'total': 10, 'mispronunciations': array([], dtype=object)}
 {'accuracy': 10, 'phones': array(['F', 'AO0'], dtype=object), 'phones-accuracy': array([2., 2.]), 'stress': 10, 'text': 'FOR', 'total': 10, 'mispronunciations': array([], dtype=object)}
 {'accuracy': 10, 'phones': array(['AO0', 'L'], dtype=object), 'phones-accuracy': array([2., 2.]), 'stress': 10, 'text': 'ALL', 'total': 10, 'mispronunciations': array([], dtype=object)}
 {'accuracy': 10, 'phones': array(['DH', 'OW0', 'Z'], dtype=object), 'phones-accuracy': array([2. , 2. , 1.8]), 'stress': 10, 'text': 'THOSE', 'total': 10, 'mispronunciations': array([], dtype=object)}
 {'accuracy': 10, 'phones': array(['HH', 'UW0'], dtype=object), 'phones-accuracy': array([2., 2.]), 'stress': 10, 'text': 'WHO', 'total': 10, 'mispronunciations': array([], dtype=object)}
 {'accuracy': 10, 'phones': array(['V', 'OW1', 'T', 'IH0', 'D'], dtype=object), 'phones-accuracy': array([2. , 2. , 1.8, 2. , 2. ]), 'stress': 10, 'text': 'VOTED', 'total': 10, 'mispronunciations': array([], dtype=object)}]",1292,m,37,test,012920146
8,10.0,9,8,8,"[{'accuracy': 10, 'phones': array(['AY0'], dtype=object), 'phones-accuracy': array([2.]), 'stress': 10, 'text': 'I', 'total': 10, 'mispronunciations': array([], dtype=object)}
 {'accuracy': 10, 'phones': array(['W', 'IH0', 'L'], dtype=object), 'phones-accuracy': array([2. , 2. , 1.2]), 'stress': 10, 'text': 'WILL', 'total': 10, 'mispronunciations': array([], dtype=object)}
 {'accuracy': 10, 'phones': array(['F', 'AY0', 'N', 'D'], dtype=object), 'phones-accuracy': array([2., 2., 2., 2.]), 'stress': 10, 'text': 'FIND', 'total': 10, 'mispronunciations': array([], dtype=object)}
 {'accuracy': 10, 'phones': array(['AH0'], dtype=object), 'phones-accuracy': array([2.]), 'stress': 10, 'text': 'A', 'total': 10, 'mispronunciations': array([], dtype=object)}
 {'accuracy': 10, 'phones': array(['K', 'AH1', 'P', 'IY0'], dtype=object), 'phones-accuracy': array([2., 2., 2., 2.]), 'stress': 10, 'text': 'COPY', 'total': 10, 'mispronunciations': array([], dtype=object)}
 {'accuracy': 10, 'phones': array(['AH0', 'V'], dtype=object), 'phones-accuracy': array([2. , 1.6]), 'stress': 10, 'text': 'OF', 'total': 10, 'mispronunciations': array([], dtype=object)}
 {'accuracy': 10, 'phones': array(['DH', 'IH0', 'S'], dtype=object), 'phones-accuracy': array([2., 2., 2.]), 'stress': 10, 'text': 'THIS', 'total': 10, 'mispronunciations': array([], dtype=object)}
 {'accuracy': 10, 'phones': array(['W', 'AH0', 'N'], dtype=object), 'phones-accuracy': array([2., 2., 2.]), 'stress': 10, 'text': 'ONE', 'total': 10, 'mispronunciations': array([], dtype=object)}
 {'accuracy': 10, 'phones': array(['D', 'EY0'], dtype=object), 'phones-accuracy': array([2., 2.]), 'stress': 10, 'text': 'DAY', 'total': 10, 'mispronunciations': array([], dtype=object)}]",1292,m,37,test,012920155
8,10.0,9,8,8,"[{'accuracy': 10, 'phones': array(['F', 'IY0', 'L', 'Z'], dtype=object), 'phones-accuracy': array([2., 2., 2., 2.]), 'stress': 10, 'text': 'FEELS', 'total': 10, 'mispronunciations': array([], dtype=object)}
 {'accuracy': 10, 'phones': array(['G', 'UH0', 'D'], dtype=object), 'phones-accuracy': array([2., 2., 2.]), 'stress': 10, 'text': 'GOOD', 'total': 10, 'mispronunciations': array([], dtype=object)}
 {'accuracy': 10, 'phones': array(['T', 'UW0'], dtype=object), 'phones-accuracy': array([2., 2.]), 'stress': 10, 'text': 'TO', 'total': 10, 'mispronunciations': array([], dtype=object)}
 {'accuracy': 10, 'phones': array(['B', 'IY0'], dtype=object), 'phones-accuracy': array([2., 2.]), 'stress': 10, 'text': 'BE', 'total': 10, 'mispronunciations': array([], dtype=object)}
 {'accuracy': 10, 'phones': array(['HH', 'IH', 'AH0'], dtype=object), 'phones-accuracy': array([2., 2., 2.]), 'stress': 10, 'text': 'HERE', 'total': 10, 'mispronunciations': array([], dtype=object)}
 {'accuracy': 10, 'phones': array(['AH0', 'G', 'EH0', 'N'], dtype=object), 'phones-accuracy': array([2., 2., 2., 2.]), 'stress': 10, 'text': 'AGAIN', 'total': 10, 'mispronunciations': array([], dtype=object)}]",1292,m,37,test,012920158
8,10.0,10,9,8,"[{'accuracy': 10, 'phones': array(['S', 'AH1', 'M', 'T', 'AY0', 'M', 'Z'], dtype=object), 'phones-accuracy': array([2. , 2. , 2. , 2. , 2. , 2. , 1.4]), 'stress': 10, 'text': 'SOMETIMES', 'total': 10, 'mispronunciations': array([], dtype=object)}
 {'accuracy': 10, 'phones': array(['Y', 'UW0'], dtype=object), 'phones-accuracy': array([2., 2.]), 'stress': 10, 'text': 'YOU', 'total': 10, 'mispronunciations': array([], dtype=object)}
 {'accuracy': 10, 'phones': array(['JH', 'AH0', 'S', 'T'], dtype=object), 'phones-accuracy': array([2., 2., 2., 2.]), 'stress': 10, 'text': 'JUST', 'total': 10, 'mispronunciations': array([], dtype=object)}
 {'accuracy': 10, 'phones': array(['N', 'IY0', 'D'], dtype=object), 'phones-accuracy': array([2., 2., 2.]), 'stress': 10, 'text': 'NEED', 'total': 10, 'mispronunciations': array([], dtype=object)}
 {'accuracy': 10, 'phones': array(['AH0'], dtype=object), 'phones-accuracy': array([2.]), 'stress': 10, 'text': 'A', 'total': 10, 'mispronunciations': array([], dtype=object)}
 {'accuracy': 10, 'phones': array(['G', 'UH0', 'D'], dtype=object), 'phones-accuracy': array([2., 2., 2.]), 'stress': 10, 'text': 'GOOD', 'total': 10, 'mispronunciations': array([], dtype=object)}
 {'accuracy': 10, 'phones': array(['L', 'AA0', 'F'], dtype=object), 'phones-accuracy': array([2., 2., 2.]), 'stress': 10, 'text': 'LAUGH', 'total': 10, 'mispronunciations': array([], dtype=object)}]",1292,m,37,test,012920214
9,10.0,9,9,9,"[{'accuracy': 10, 'phones': array(['L', 'IH1', 'S', 'N', 'IH0', 'NG'], dtype=object), 'phones-accuracy': array([2., 2., 2., 2., 2., 2.]), 'stress': 10, 'text': 'LISTENING', 'total': 10, 'mispronunciations': array([], dtype=object)}
 {'accuracy': 10, 'phones': array(['T', 'UW0'], dtype=object), 'phones-accuracy': array([2., 2.]), 'stress': 10, 'text': 'TO', 'total': 10, 'mispronunciations': array([], dtype=object)}
 {'accuracy': 10, 'phones': array(['D', 'EH0', 'TH'], dtype=object), 'phones-accuracy': array([2. , 2. , 1.8]), 'stress': 10, 'text': 'DEATH', 'total': 10, 'mispronunciations': array([], dtype=object)}
 {'accuracy': 10, 'phones': array(['G', 'R', 'IH0', 'P', 'S'], dtype=object), 'phones-accuracy': array([2., 2., 2., 2., 2.]), 'stress': 10, 'text': 'GRIPS', 'total': 10, 'mispronunciations': array([], dtype=object)}
 {'accuracy': 10, 'phones': array(['IH0', 'N'], dtype=object), 'phones-accuracy': array([2., 2.]), 'stress': 10, 'text': 'IN', 'total': 10, 'mispronunciations': array([], dtype=object)}
 {'accuracy': 10, 'phones': array(['P', 'AH1', 'B', 'L', 'IH0', 'K'], dtype=object), 'phones-accuracy': array([2., 2., 2., 2., 2., 2.]), 'stress': 10, 'text': 'PUBLIC', 'total': 10, 'mispronunciations': array([], dtype=object)}]",1292,m,37,test,012920254
8,10.0,9,8,8,"[{'accuracy': 10, 'phones': array(['AO1', 'L', 'S', 'OW0'], dtype=object), 'phones-accuracy': array([2., 2., 2., 2.]), 'stress': 10, 'text': 'ALSO', 'total': 10, 'mispronunciations': array([], dtype=object)}
 {'accuracy': 10, 'phones': array(['TH', 'AE0', 'NG', 'K', 'S'], dtype=object), 'phones-accuracy': array([1.8, 2. , 2. , 2. , 2. ]), 'stress': 10, 'text': 'THANKS', 'total': 10, 'mispronunciations': array([], dtype=object)}
 {'accuracy': 10, 'phones': array(['T', 'AH0'], dtype=object), 'phones-accuracy': array([2. , 1.8]), 'stress': 10, 'text': 'TO', 'total': 10, 'mispronunciations': array([], dtype=object)}
 {'accuracy': 10, 'phones': array(['AO0', 'L'], dtype=object), 'phones-accuracy': array([2., 2.]), 'stress': 10, 'text': 'ALL', 'total': 10, 'mispronunciations': array([], dtype=object)}
 {'accuracy': 5, 'phones': array(['S', 'P', 'AA1', 'N', 'S', 'ER0', 'S'], dtype=object), 'phones-accuracy': array([2. , 2. , 2. , 2. , 0.4, 1.2, 2. ]), 'stress': 10, 'text': 'SPONSORS', 'total': 6, 'mispronunciations': array([{'canonical-phone': 'S', 'index': 4, 'pronounced-phone': 'D'}],
       dtype=object)}                                                                                                                                                                                                                                                                            ]",1292,m,37,test,012920259
8,10.0,8,7,7,"[{'accuracy': 10, 'phones': array(['Y', 'UW0'], dtype=object), 'phones-accuracy': array([2., 2.]), 'stress': 10, 'text': 'YOU', 'total': 10, 'mispronunciations': array([], dtype=object)}
 {'accuracy': 10, 'phones': array(['N', 'EH1', 'V', 'AH0'], dtype=object), 'phones-accuracy': array([2., 2., 2., 2.]), 'stress': 10, 'text': 'NEVER', 'total': 10, 'mispronunciations': array([], dtype=object)}
 {'accuracy': 10, 'phones': array(['N', 'OW0'], dtype=object), 'phones-accuracy': array([2., 2.]), 'stress': 10, 'text': 'KNOW', 'total': 10, 'mispronunciations': array([], dtype=object)}
 {'accuracy': 10, 'phones': array(['W', 'AH0', 'T'], dtype=object), 'phones-accuracy': array([2. , 2. , 1.6]), 'stress': 10, 'text': 'WHAT', 'total': 10, 'mispronunciations': array([], dtype=object)}
 {'accuracy': 10, 'phones': array(['Y', 'UW0'], dtype=object), 'phones-accuracy': array([1.6, 1.6]), 'stress': 10, 'text': 'YOU', 'total': 10, 'mispronunciations': array([], dtype=object)}
 {'accuracy': 10, 'phones': array(['AA0'], dtype=object), 'phones-accuracy': array([2.]), 'stress': 10, 'text': 'ARE', 'total': 10, 'mispronunciations': array([], dtype=object)}
 {'accuracy': 10, 'phones': array(['G', 'OW0', 'IH0', 'NG'], dtype=object), 'phones-accuracy': array([2. , 1.8, 2. , 2. ]), 'stress': 10, 'text': 'GOING', 'total': 10, 'mispronunciations': array([], dtype=object)}
 {'accuracy': 10, 'phones': array(['T', 'UW0'], dtype=object), 'phones-accuracy': array([2., 2.]), 'stress': 10, 'text': 'TO', 'total': 10, 'mispronunciations': array([], dtype=object)}
 {'accuracy': 10, 'phones': array(['IH1', 'M', 'P', 'AE0', 'K', 'T'], dtype=object), 'phones-accuracy': array([2. , 2. , 2. , 2. , 1.8, 2. ]), 'stress': 10, 'text': 'IMPACT', 'total': 9, 'mispronunciations': array([], dtype=object)}]",1292,m,37,test,012920268
8,10.0,9,8,8,"[{'accuracy': 10, 'phones': array(['R', 'IH', 'AH1', 'L', 'IY0'], dtype=object), 'phones-accuracy': array([2., 2., 2., 2., 2.]), 'stress': 10, 'text': 'REALLY', 'total': 10, 'mispronunciations': array([], dtype=object)}
 {'accuracy': 10, 'phones': array(['IH0', 'N'], dtype=object), 'phones-accuracy': array([2., 2.]), 'stress': 10, 'text': 'IN', 'total': 10, 'mispronunciations': array([], dtype=object)}
 {'accuracy': 10, 'phones': array(['D', 'IY0', 'D'], dtype=object), 'phones-accuracy': array([2. , 1.8, 2. ]), 'stress': 10, 'text': 'DEED', 'total': 10, 'mispronunciations': array([], dtype=object)}
 {'accuracy': 10, 'phones': array(['AH0', 'V'], dtype=object), 'phones-accuracy': array([2., 2.]), 'stress': 10, 'text': 'OF', 'total': 10, 'mispronunciations': array([], dtype=object)}
 {'accuracy': 10, 'phones': array(['IH0', 'T'], dtype=object), 'phones-accuracy': array([2., 2.]), 'stress': 10, 'text': 'IT', 'total': 10, 'mispronunciations': array([], dtype=object)}]",1292,m,37,test,012920270
8,10.0,8,8,8,"[{'accuracy': 10, 'phones': array(['AH0', 'W', 'AO1', 'D', 'IH0', 'D'], dtype=object), 'phones-accuracy': array([2., 2., 2., 2., 2., 2.]), 'stress': 10, 'text': 'AWARDED', 'total': 10, 'mispronunciations': array([], dtype=object)}
 {'accuracy': 10, 'phones': array(['AE0', 'Z'], dtype=object), 'phones-accuracy': array([2., 2.]), 'stress': 10, 'text': 'AS', 'total': 10, 'mispronunciations': array([], dtype=object)}
 {'accuracy': 10, 'phones': array(['B', 'EH0', 'S', 'T'], dtype=object), 'phones-accuracy': array([2., 2., 2., 2.]), 'stress': 10, 'text': 'BEST', 'total': 10, 'mispronunciations': array([], dtype=object)}
 {'accuracy': 10, 'phones': array(['P', 'IH1', 'K', 'CH', 'AH0'], dtype=object), 'phones-accuracy': array([2., 2., 2., 2., 2.]), 'stress': 10, 'text': 'PICTURE', 'total': 10, 'mispronunciations': array([], dtype=object)}
 {'accuracy': 10, 'phones': array(['AH0', 'V'], dtype=object), 'phones-accuracy': array([2. , 1.8]), 'stress': 10, 'text': 'OF', 'total': 10, 'mispronunciations': array([], dtype=object)}
 {'accuracy': 10, 'phones': array(['DH', 'AH0'], dtype=object), 'phones-accuracy': array([2., 2.]), 'stress': 10, 'text': 'THE', 'total': 10, 'mispronunciations': array([], dtype=object)}
 {'accuracy': 10, 'phones': array(['Y', 'IH', 'AH0'], dtype=object), 'phones-accuracy': array([2., 2., 2.]), 'stress': 10, 'text': 'YEAR', 'total': 10, 'mispronunciations': array([], dtype=object)}]",1292,m,37,test,012920299
9,10.0,10,9,9,"[{'accuracy': 10, 'phones': array(['S', 'AH1', 'M', 'ER0'], dtype=object), 'phones-accuracy': array([2., 2., 2., 2.]), 'stress': 10, 'text': 'SUMMER', 'total': 10, 'mispronunciations': array([], dtype=object)}
 {'accuracy': 10, 'phones': array(['IH0', 'Z'], dtype=object), 'phones-accuracy': array([2., 2.]), 'stress': 10, 'text': 'IS', 'total': 10, 'mispronunciations': array([], dtype=object)}
 {'accuracy': 10, 'phones': array(['B', 'EH1', 'T', 'AH0'], dtype=object), 'phones-accuracy': array([2., 2., 2., 2.]), 'stress': 10, 'text': 'BETTER', 'total': 10, 'mispronunciations': array([], dtype=object)}
 {'accuracy': 10, 'phones': array(['DH', 'AE0', 'N'], dtype=object), 'phones-accuracy': array([2., 2., 2.]), 'stress': 10, 'text': 'THAN', 'total': 10, 'mispronunciations': array([], dtype=object)}
 {'accuracy': 10, 'phones': array(['W', 'IH1', 'N', 'T', 'AH0'], dtype=object), 'phones-accuracy': array([2., 2., 2., 2., 2.]), 'stress': 10, 'text': 'WINTER', 'total': 10, 'mispronunciations': array([], dtype=object)}]",1292,m,37,test,012920301
8,10.0,9,9,7,"[{'accuracy': 10, 'phones': array(['D', 'UH0'], dtype=object), 'phones-accuracy': array([2. , 1.8]), 'stress': 10, 'text': 'DO', 'total': 10, 'mispronunciations': array([], dtype=object)}
 {'accuracy': 10, 'phones': array(['W', 'IY0'], dtype=object), 'phones-accuracy': array([2., 2.]), 'stress': 10, 'text': 'WE', 'total': 10, 'mispronunciations': array([], dtype=object)}
 {'accuracy': 10, 'phones': array(['W', 'AH0', 'N', 'T'], dtype=object), 'phones-accuracy': array([2. , 1.8, 2. , 2. ]), 'stress': 10, 'text': 'WANT', 'total': 10, 'mispronunciations': array([], dtype=object)}
 {'accuracy': 10, 'phones': array(['DH', 'AH0'], dtype=object), 'phones-accuracy': array([1.4, 2. ]), 'stress': 10, 'text': 'THE', 'total': 10, 'mispronunciations': array([], dtype=object)}
 {'accuracy': 10, 'phones': array(['K', 'AH2', 'M', 'P', 'AH0', 'T', 'IH1', 'SH', 'N'], dtype=object), 'phones-accuracy': array([2. , 1.6, 2. , 2. , 1.6, 2. , 2. , 2. , 2. ]), 'stress': 10, 'text': 'COMPETITION', 'total': 10, 'mispronunciations': array([], dtype=object)}]",1292,m,37,test,012920368
8,10.0,10,9,7,"[{'accuracy': 10, 'phones': array(['N', 'OW0'], dtype=object), 'phones-accuracy': array([2., 2.]), 'stress': 10, 'text': 'NO', 'total': 10, 'mispronunciations': array([], dtype=object)}
 {'accuracy': 10, 'phones': array(['W', 'AH0', 'N'], dtype=object), 'phones-accuracy': array([2., 2., 2.]), 'stress': 10, 'text': 'ONE', 'total': 10, 'mispronunciations': array([], dtype=object)}
 {'accuracy': 10, 'phones': array(['W', 'AH0', 'Z'], dtype=object), 'phones-accuracy': array([2., 2., 2.]), 'stress': 10, 'text': 'WAS', 'total': 10, 'mispronunciations': array([], dtype=object)}
 {'accuracy': 10, 'phones': array(['HH', 'ER0', 'T'], dtype=object), 'phones-accuracy': array([2., 2., 2.]), 'stress': 10, 'text': 'HURT', 'total': 10, 'mispronunciations': array([], dtype=object)}
 {'accuracy': 10, 'phones': array(['IH0', 'N'], dtype=object), 'phones-accuracy': array([2., 2.]), 'stress': 10, 'text': 'IN', 'total': 10, 'mispronunciations': array([], dtype=object)}
 {'accuracy': 8, 'phones': array(['DH', 'AH0'], dtype=object), 'phones-accuracy': array([2., 1.]), 'stress': 10, 'text': 'THE', 'total': 8, 'mispronunciations': array([], dtype=object)}
 {'accuracy': 10, 'phones': array(['IH0', 'K', 'S', 'P', 'L', 'OW1', 'ZH', 'N'], dtype=object), 'phones-accuracy': array([1.6, 2. , 2. , 2. , 2. , 2. , 1.2, 2. ]), 'stress': 10, 'text': 'EXPLOSION', 'total': 10, 'mispronunciations': array([], dtype=object)}]",1293,m,32,test,012930008
